id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,class
49,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
50,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
51,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
52,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
53,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
54,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
55,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
56,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
57,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
58,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
59,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
60,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
61,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
62,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
63,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
64,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
65,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
66,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
67,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
68,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
69,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
70,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
71,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
72,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
73,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
74,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
75,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
76,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
77,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
78,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
79,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
80,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
81,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
82,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
83,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
84,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
85,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
86,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
87,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
88,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
89,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
90,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
91,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
92,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
93,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
94,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
95,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
96,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
97,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
98,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
99,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
100,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
101,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
102,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
103,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
104,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
105,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
106,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
107,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
108,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
109,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
110,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
111,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
112,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
113,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
114,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
115,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
116,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
117,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
118,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
119,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
120,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
121,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
122,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
123,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
124,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
125,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
126,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
127,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
128,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
129,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
130,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
131,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
132,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
133,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
134,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
135,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
136,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
137,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
138,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
139,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
140,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
141,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
142,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
143,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
144,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
145,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
146,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
147,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
148,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
149,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
150,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
151,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
152,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
153,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
154,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
155,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
156,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
157,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
158,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
159,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
160,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
161,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
162,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
163,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
164,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
165,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
166,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
167,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
168,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
169,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
170,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
171,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
172,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
173,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
174,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
175,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
176,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
177,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
178,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
179,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
180,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
181,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
182,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
183,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
184,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
185,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
186,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
187,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
188,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
189,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
190,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
191,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
192,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
193,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
194,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
195,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
196,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
197,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
198,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
199,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
200,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
201,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
202,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
203,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
204,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
205,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
206,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
207,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
208,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
209,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
210,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
211,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
212,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
213,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
214,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
215,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
216,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
217,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
218,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
219,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
220,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
221,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
222,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
223,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
224,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
225,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
226,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
227,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
228,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
229,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
230,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
231,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
232,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
233,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
234,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
235,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
236,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
237,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
238,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
239,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
240,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
241,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
242,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
243,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
244,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
245,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
246,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
247,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
248,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
249,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
250,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
251,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
252,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
253,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
254,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
255,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
256,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
257,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
258,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
259,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
260,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
261,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
262,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
263,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
264,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
265,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
266,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
267,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
268,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
269,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
270,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
271,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
272,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
273,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
274,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
275,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
276,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
277,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
278,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
279,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
280,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
281,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
282,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
283,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
284,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
285,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
286,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
287,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
288,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
289,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
290,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
291,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
292,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
293,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
294,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
295,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
296,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
297,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
298,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
299,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
300,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
301,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
302,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
303,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
304,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
305,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
306,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
307,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
308,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
309,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
310,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
311,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
312,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
313,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
314,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
315,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
316,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
317,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
318,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
319,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
320,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
321,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
322,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
323,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
324,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
325,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
326,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
327,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
328,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
329,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
330,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
331,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
332,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
333,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
334,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
335,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
336,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
337,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
338,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
339,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
340,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
341,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
342,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
343,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
344,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
345,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
346,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
347,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
348,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
349,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
350,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
351,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
352,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
353,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
354,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
355,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
356,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
357,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
358,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
359,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
360,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
361,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
362,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
363,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
364,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
365,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
366,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
367,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
368,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
369,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
370,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
371,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
372,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
373,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
374,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
375,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
376,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
377,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
378,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
379,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
380,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
381,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
382,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
383,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
384,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
385,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
386,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
387,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
388,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
389,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
390,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
391,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
392,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
393,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
394,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
395,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
396,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
397,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
398,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
399,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
400,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
401,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
402,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
403,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
404,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
405,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,D
406,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,A
407,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,C
408,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B
